authorId,name,paperCnt,lastPub,mostPub,pubPerYearAvg,topic,activity
7318,G. Pinter,3,2000,1999,1.5,0,1
7319,Pieter-Jan De Smet,5,2002,2000,1.6666666666666667,0,2
7320,N. M. Rom\~ao,1,1999,1999,1,0,0
7321,A.P.Balachandran,2,2002,2001,1,0,1
7322,H.L. Wong,1,1999,1999,1,0,0
7323,David I. Olive,3,2003,1999,1,0,1
7324,P. Scudellaro,1,1999,1999,1,0,0
7325,C. Curto,1,2000,2000,1,0,0
7326,L.Baulieu,1,2000,2000,1,0,0
7327,Alex Granik,3,2002,2000,1,0,1
7328,Markus Lazar,1,2000,2000,1,0,0
7329,Todor L. Boyadjiev,1,2001,2001,1,0,0
7330,E. Novak,1,1999,1999,1,0,0
7331,Walter Dittrich,3,2000,2000,3,1,1
7332,Kiyoung Lee,1,2003,2003,1,0,0
7333,F. C. Alcaraz,1,2000,2000,1,1,0
7334,Toshiya Kawai,1,2000,2000,1,0,0
7335,Svetlana Pacheva,1,2000,2000,1,0,0
7336,Surujhdeo Seunarine,2,2001,2000,1,0,1
7337,Rami Entin,1,1999,1999,1,0,0
7338,Toyoki Matsuyama,4,2002,1999,1,0,1
7339,Paolo Carta,2,2001,2000,1,0,1
7340,Gerald Kelnhofer,3,1999,1999,3,0,1
7341,M. Lagraa,2,2001,2001,2,0,1
7342,Uwe Trittmann,4,2001,2001,1.3333333333333333,0,1
7343,R. Tatar,1,2000,2000,1,0,0
7344,Daisuke Ida,7,2002,2001,3.5,0,2
7345,P.Wiegmann,3,2002,2000,1,0,1
7346,Yang Zhan-ying,1,2002,2002,1,0,0
7347,M. Alimohammadi,5,2000,2000,2.5,0,2
7348,Mohammad R. Setare,1,2003,2003,1,0,0
7349,Ahmed Jellal,11,2003,2000,2.75,0,2
7350,P. Merlatti,9,2002,2000,3,0,2
7351,O. Abe,1,2000,2000,1,0,0
7352,Hou Bo-yu,1,2002,2002,1,0,0
7353,G. Karatheodoris,1,2002,2002,1,0,0
7354,Qing-Guo Huang,1,2003,2003,1,0,0
7355,J.M. Maillet,2,2002,2002,2,0,1
7356,Hirosi Ooguri,21,2003,2001,4.2,0,2
7357,Andrew R. Frey,4,2003,2002,2,0,1
7358,Jens Fjelstad,4,2002,2002,1.3333333333333333,0,1
7359,Enrico Fermi,1,2002,2002,1,0,0
7360,C. Farina,6,2003,2000,1.5,0,2
7361,Peter C. Stichel,1,1999,1999,1,0,0
7362,O. Babelon,3,2003,2002,1.5,0,1
7363,Sergio A. Hojman,2,2003,2002,1,0,1
7364,Marcelo Carvalho,1,2002,2002,1,0,0
7365,Hiroyuki Hata,13,2003,1999,2.6,0,2
7366,Leopoldo Milano,1,2003,2003,1,0,0
7367,Sergey N. Solodukhin,10,2003,2000,2,0,2
7368,V.A. Belinski,1,2002,2002,1,0,0
7369,Ryan M.Rohm,1,2001,2001,1,0,0
7370,David R. Finkelstein,2,2001,2000,1,0,1
7371,A. Refolli,1,2000,2000,1,0,0
7372,Robert P. T. Talbot,1,1999,1999,1,0,0
7373,Gernot M\unster,1,2000,2000,1,0,0
7374,and Dal-Ho Yoon,1,1999,1999,1,0,0
7375,Jos\'e M. Gracia-Bond\'{\i}a,1,2000,2000,1,0,0
7376,F. Ardalan,3,2002,1999,1.5,0,1
7377,V. Lysov,1,2002,2002,1,1,0
7378,John H. Schwarz,12,2002,2000,3,0,2
7379,P. Salgado,1,2002,2002,1,0,0
7380,Burkhard Eden,2,2002,2000,1,0,1
7381,Luiz Eduardo Silva Souza,2,2002,2002,2,0,1
7382,Sanjaye Ramgoolam,17,2003,2000,3.4,0,2
7383,Matthias Blau,10,2003,2002,2,0,2
7384,Karim Benakli,1,1999,1999,1,0,0
7385,S.L. Dubovsky,5,2002,2000,1.25,1,2
7386,Antonio Riotto,2,2002,2001,1,0,1
7387,Hisham Sati,1,2002,2002,1,0,0
7388,D.Vasiliev,1,2003,2003,1,0,0
7389,Carlos Gorrichategui,1,2002,2002,1,1,0
7390,A. B. Penna-Firme,1,1999,1999,1,0,0
7391,Asmita Mukherjee,3,2000,2000,1.5,1,1
7392,V.A. Kazakov,1,2001,2001,1,0,0
7393,Bernd Niemeyer,1,2000,2000,1,1,0
7394,V. N. Stibunov,1,2002,2002,1,0,0
7395,Michele Maggiore,4,2002,2002,1.3333333333333333,0,1
7396,Dmitri Boulatov,1,2000,2000,1,0,0
7397,W. R\uhl,1,2001,2001,1,0,0
7398,Isabella Bierenbaum,1,2001,2001,1,0,0
7399,K. Maeda,1,2001,2001,1,1,0
7400,S. Lepe,2,2003,2001,1,0,1
7401,Filipe Moura,3,2002,2002,1.5,0,1
7402,F Loran,2,2000,1999,1,0,1
7403,Lars Goerlich,7,2002,2000,2.3333333333333335,0,2
7404,R.J. van den Hoogen,1,2002,2002,1,0,0
7405,Hiromitsu Takayanagi,3,2003,2002,1.5,0,1
7406,Jos\'e Luis Cort\'es,1,1999,1999,1,0,0
7407,A. Stern,9,2002,2001,2.25,0,2
7408,Daniel Sternheimer,1,1999,1999,1,0,0
7409,Ofer Aharony,15,2003,2002,3,0,2
7410,N.A.Peskov,1,2000,2000,1,0,0
7411,L.R.U. Manssur,1,2000,2000,1,0,0
7412,A. Kumar,1,1999,1999,1,0,0
7413,M. Legare,1,2000,2000,1,0,0
7414,Hernando Quevedo,2,2003,2002,1,0,1
7415,Amit Loewy,2,2002,2002,2,0,1
7416,E. V. Prokhvatilov,3,2000,1999,1.5,1,1
7417,H. Ikemori,3,2003,1999,1,0,1
7418,Andreas Karch,15,2003,2001,3,0,2
7419,R. Brandenberger,3,2003,2000,1,1,1
7420,Jan-Willem van Holten,1,1999,1999,1,0,0
7421,B. Hamprecht,3,2003,2003,3,0,1
7422,William F. Shively,1,1999,1999,1,0,0
7423,D. Babusci,1,2001,2001,1,0,0
7424,Esteban A. Calzetta,1,2001,2001,1,0,0
7425,V. P. Gusynin,1,2000,2000,1,0,0
7426,Thomas Krajewski,2,2000,2000,2,0,1
7427,Pei Ming Ho,1,2001,2001,1,1,0
7428,A. Jakobek,1,2002,2002,1,1,0
7429,Robert M. Wald,2,2002,2001,1,0,1
7430,M. de Innocentis,1,2001,2001,1,0,0
7431,Satoshi Yamaguchi,9,2003,2001,2.25,0,2
7432,AnjanAnanda Sen,1,2001,2001,1,1,0
7433,Jose David Vergara,1,2001,2001,1,0,0
7434,Abhas Mitra,1,1999,1999,1,0,0
7435,Christofer Cronstrom,1,1999,1999,1,0,0
7436,Davoud Kamani,15,2003,2001,3,0,2
7437,Enrico Calloni,1,2003,2003,1,0,0
7438,M.B.Sedra,1,2000,2000,1,0,0
7439,Nemanja Kaloper,13,2002,1999,3.25,0,2
7440,Yoshinobu Habara,3,2003,2001,1,0,1
7441,R.K. White,1,2003,2003,1,1,0
7442,Michael Singer,1,1999,1999,1,0,0
7443,Robert G. Edwards,1,1999,1999,1,0,0
7444,A.Mennim,1,2000,2000,1,0,0
7445,Rui-hong Yue,1,2001,2001,1,0,0
7446,N. E. J Bjerrum-Bohr,1,2002,2002,1,1,0
7447,K.Uzawa,1,2000,2000,1,1,0
7448,Eric Gimon,4,2002,2000,1.3333333333333333,0,1
7449,Roberto Soldati,1,2000,2000,1,0,0
7450,Corneliu Sochichiu,11,2003,2000,2.75,0,2
7451,S. Naculich,6,2002,2000,2,0,2
7452,Y. M. Cho,18,2003,2000,3.6,0,2
7453,IYu Tipunin,1,2000,2000,1,0,0
7454,J. Diemand,1,2001,2001,1,1,0
7455,Benjamin Doyon,1,2003,2003,1,0,0
7456,U. F. Wichoski,1,2003,2003,1,0,0
7457,Alexei M. Tsvelik,1,1999,1999,1,0,0
7458,Michael G. Schmidt,2,2002,2000,1,0,1
7459,Horace Stoica,5,2003,2000,1.25,1,2
7460,Y.Tanii,1,2002,2002,1,1,0
7461,N. Maggiore,2,2000,1999,1,0,1
7462,C. P. Natividade,4,2000,2000,4,0,1
7463,Takayuki Hirayama,5,2002,2000,1.6666666666666667,1,2
7464,Marco Cavaglia',2,2000,2000,2,0,1
7465,Stuart Dowker,2,2000,2000,2,0,1
7466,Vyacheslav A. Soroka,4,2002,2002,2,0,1
7467,S. Tamaryan,11,2003,2001,2.75,0,2
7468,A.A. Broyles,1,2002,2002,1,0,0
7469,Takao Suyama,13,2003,2000,2.6,0,2
7470,A.A. Deriglazov,10,2002,2000,2.5,0,2
7471,Jeong-Hyuck Park,15,2003,2002,3,0,2
7472,David Langlois,11,2003,2000,2.75,1,2
7473,A. S. Vytheeswaran,1,1999,1999,1,0,0
7474,Robert L. Jaffe,1,2002,2002,1,1,0
7475,Michael Graesser,2,2002,2001,1,1,1
7476,S. Terashima,3,2002,2002,1.5,0,1
7477,M. Raciti,2,2000,1999,1,0,1
7478,Ismail Zahed,2,1999,1999,2,0,1
7479,K.E. Osetrin,3,2000,2000,1.5,1,1
7480,P. J. Arias,1,1999,1999,1,0,0
7481,Alfred Scharff Goldhaber,5,2002,2000,1.25,0,2
7482,J. Gegenberg,6,2002,1999,1.5,0,2
7483,A. N. Vaidya,2,2003,2003,2,0,1
7484,A. Agarwal,1,2002,2002,1,0,0
7485,Glenn D. Starkman,3,2002,2000,1,0,1
7486,M. Schweda,21,2003,1999,4.2,0,2
7487,R. M. Avagyan,1,2002,2002,1,0,0
7488,K.I.Bolotin,1,2000,2000,1,1,0
7489,Nathan F. Lepora,5,2002,1999,1.6666666666666667,0,2
7490,S. Panda,3,2002,2000,1.5,0,1
7491,D. Varga,1,1999,1999,1,0,0
7492,Pascal Grange,2,2003,2002,1,0,1
7493,M. Comi,1,2001,2001,1,0,0
7494,Svend Erik Rugh,1,2000,2000,1,1,0
7495,J.N.Prata,1,1999,1999,1,0,0
7496,Paul S. Green,1,2003,2003,1,0,0
7497,S. Ribault,2,2002,2001,1,0,1
7498,Francesco Fucito,4,2002,2000,1.3333333333333333,0,1
7499,H. Rhedin,4,2000,1999,2,0,1
7500,A.N.Vall,1,1999,1999,1,0,0
7501,Hung Cheng,2,1999,1999,2,0,1
7502,J. Park,2,1999,1999,2,0,1
7503,Z. S. Bassi,1,1999,1999,1,0,0
7504,James Geddes,1,2001,2001,1,0,0
7505,Danijel Jurman,1,2003,2003,1,0,0
7506,K S Fienberg,1,2000,2000,1,1,0
7507,A. Berard,2,2003,2000,1,0,1
7508,K.S. Viswanathan,5,2002,1999,1.6666666666666667,0,2
7509,Joakim Arnlind,1,2002,2002,1,0,0
7510,Stefano Kovacs,7,2002,1999,2.3333333333333335,0,2
7511,Tomasz Mas{\l}owski,1,2001,2001,1,1,0
7512,A. Capolupo,1,2001,2001,1,1,0
7513,Euro Spallucci,2,2002,2002,2,0,1
7514,B. Bagchi,1,2000,2000,1,1,0
7515,Anne Taormina,5,2002,2001,1.6666666666666667,0,2
7516,R.A. Vazquez,1,2002,2002,1,0,0
7517,Satoshi Iso,8,2002,1999,2,0,2
7518,O. Corradini,2,2000,2000,2,0,1
7519,H. Firouzjahi,1,2001,2001,1,0,0
7520,Masashi Shiotani,1,2000,2000,1,0,0
7521,M.Yu. Zotov,1,2001,2001,1,0,0
7522,Chris Austin,3,2002,2001,1.5,0,1
7523,M. Gomez-Reino,1,2002,2002,1,0,0
7524,Y. Higasida,1,2000,2000,1,0,0
7525,Chris Hull,2,2002,2002,2,0,1
7526,A. Jellal,3,2003,2001,1.5,0,1
7527,W. Kummer,9,2003,2000,2.25,0,2
7528,Jeremie Vinet,1,2003,2003,1,0,0
7529,Damiano Anselmi,2,2002,2002,2,0,1
7530,Peng-ming Zhang,1,2002,2002,1,0,0
7531,Teresia Mansson,3,2003,2000,1,0,1
7532,Young-Jai Park,11,2003,2001,2.2,0,2
7533,Laura Andrianopoli,5,2001,2001,1.6666666666666667,0,2
7534,Matthew J.Strassler,2,2002,2001,1,0,1
7535,L. Everett,1,1999,1999,1,0,0
7536,Keun-Young Kim,3,2002,2000,1,0,1
7537,George Leibbrandt,1,1999,1999,1,0,0
7538,T. Wilke,1,1999,1999,1,0,0
7539,L.P. Singh,1,2002,2002,1,0,0
7540,L. D. Faddeev,1,2002,2002,1,1,0
7541,Maria Rodriguez-Martinez,3,2002,2002,1.5,1,1
7542,Efrain Rojas,2,2001,2000,1,0,1
7543,Marcelo M. Leite,1,2001,2001,1,0,0
7544,L. Randall,1,2000,2000,1,1,0
7545,Bong H. Lian,1,2002,2002,1,0,0
7546,I.L. Shapiro,5,2001,2000,1.6666666666666667,0,2
7547,M. A. Jafarizadeh,3,1999,1999,3,0,1
7548,Xenia de la Ossa,3,2002,2000,1,0,1
7549,Adenauer Girardi Casali,1,2002,2002,1,0,0
7550,David Thompson,1,2003,2003,1,1,0
7551,Kevin Cahill,2,2002,2001,1,0,1
7552,Alessandro Zampa,1,1999,1999,1,0,0
7553,V.Ch.Zhukovsky,2,2000,1999,1,0,1
7554,Pedro J. Silva,16,2003,2002,3.2,0,2
7555,Mark Stern,6,2002,2000,1.5,0,2
7556,Massimo Porrati,7,2003,2000,1.4,0,2
7557,Jaemo Park,10,2002,2001,2.5,0,2
7558,Subrata Sur,1,2001,2001,1,0,0
7559,E.H. Zakkari,2,2003,2003,2,1,1
7560,T.Banks,6,2002,2002,2,0,2
7561,B. Holdom,2,2003,2000,1,0,1
7562,C.F.L. Godinho,1,2003,2003,1,0,0
7563,Bo-yu Hou,9,2003,2000,1.8,0,2
7564,K.Zarembo,1,2000,2000,1,0,0
7565,David Skinner,3,2003,2001,1,0,1
7566,Adam Ritz,4,2001,1999,1.3333333333333333,0,1
7567,M. Peloso,1,1999,1999,1,0,0
7568,B.Geyer,1,2003,2003,1,0,0
7569,R. Moderski,1,2002,2002,1,0,0
7570,Viqar Husain,3,2003,1999,1,0,1
7571,Shmuel Elitzur,3,2002,2000,1,0,1
7572,J. Kalkkinen,1,2003,2003,1,0,0
7573,Chandrashekar Devchand,3,2002,2000,1,0,1
7574,S. M. de Souza,1,1999,1999,1,0,0
7575,Hiroaki Nakajima,2,2002,2002,2,0,1
7576,Daniele Perini,2,2003,2002,1,0,1
7577,Omar Mustafa,1,2002,2002,1,0,0
7578,D. Brecher,6,2003,2001,1.2,0,2
7579,Yu.M. Zinoviev,1,2000,2000,1,0,0
7580,V.A. Krykhtin,4,2003,1999,1.3333333333333333,0,1
7581,Zurab Kakushadze,30,2002,1999,7.5,0,2
7582,A. E. Kudryavtsev,3,2001,1999,1.5,0,1
7583,F. Gonzalez-Rey,1,1999,1999,1,0,0
7584,Graziano Vernizzi,1,2000,2000,1,1,0
7585,Libin Fu,5,1999,1999,5,0,2
7586,V. Filev,1,2003,2003,1,0,0
7587,James N. Hormuzdiar,1,1999,1999,1,0,0
7588,Z. Nussinov,2,2001,2001,2,0,1
7589,A. Catal,1,2000,2000,1,0,0
7590,H. Liivat,1,2001,2001,1,0,0
7591,James D. Bjorken,1,2002,2002,1,0,0
7592,Costas J. Efthimiou,1,2002,2002,1,0,0
7593,C.N.Ferreira,2,2001,2000,1,0,1
7594,Augusto Sagnotti,1,2002,2002,1,0,0
7595,R. Bent\'{\i}n,1,2001,2001,1,0,0
7596,Andrei Galiautdinov,2,2002,2000,1,0,1
7597,Igor A. Bandos,9,2003,2002,3,0,2
7598,Anindya Biswas,3,2003,2002,1.5,1,1
7599,P V Landshoff,1,1999,1999,1,1,0
7600,D. Diakonov,1,1999,1999,1,0,0
7601,L. Pando Zayas,1,2001,2001,1,0,0
7602,Yan-shen Wang,1,1999,1999,1,1,0
7603,M. Gurses,1,1999,1999,1,0,0
7604,Philippe Droz-Vincent,2,2001,1999,1,0,1
7605,Olaf Lechtenfeld,18,2002,1999,4.5,0,2
7606,Marijan Milekovic,1,2001,2001,1,0,0
7607,C.S. Lam,1,2002,2002,1,1,0
7608,C. Wotzasek,8,2002,2002,2.6666666666666665,0,2
7609,H. B. Meyer,1,2001,2001,1,0,0
7610,M. A. Santos,2,2002,2001,1,0,1
7611,N. Alonso-Alberca,7,2003,2000,2.3333333333333335,0,2
7612,S. Gukov,1,1999,1999,1,0,0
7613,Hossein Motavali,5,2000,2000,5,0,2
7614,Vladimir Mangazeev,1,2000,2000,1,0,0
7615,Tasneem Zehra Husain,6,2003,2000,2,0,2
7616,S.G. Rubin,1,1999,1999,1,1,0
7617,D.V. Soroka,2,2001,2001,2,0,1
7618,S.K. Kauffmann,1,1999,1999,1,0,0
7619,Y. Gabellini,2,2002,2002,2,0,1
7620,H. W. Lee,7,2003,1999,1.75,0,2
7621,M. Mirumyan,1,2001,2001,1,0,0
7622,Yun-Seok Seo,1,2001,2001,1,0,0
7623,G. Girardi,1,2000,2000,1,0,0
7624,M. Atiyah,1,2000,2000,1,0,0
7625,George E. A. Matsas,1,2003,2003,1,0,0
7626,Wolfgang Kummer,3,2000,1999,1.5,1,1
7627,G. Landi,1,1999,1999,1,0,0
7628,Noriko Shiiki,1,1999,1999,1,1,0
7629,A. W. Owen,1,2002,2002,1,0,0
7630,C. Kounnas,4,2002,1999,2,0,1
7631,Hans-Peter Nilles,1,2002,2002,1,0,0
7632,Artur Sergyeyev,1,2002,2002,1,0,0
7633,G. Venturi,1,2000,2000,1,1,0
7634,Ian I. Kogan,24,2002,2000,6,0,2
7635,H. Mohseni Sadjadi,3,2003,2000,1.5,0,1
7636,James P. Vary,1,2001,2001,1,0,0
7637,Sergio Doplicher,4,2003,2000,1,1,1
7638,Zhining Zhou,1,1999,1999,1,0,0
7639,Thomas Quella,4,2002,2002,4,0,1
7640,Andrew Waldron,3,2001,1999,1.5,0,1
7641,Nemani V. Suryanarayana,10,2003,2000,2,0,2
7642,Zhan Xu,1,2002,2002,1,0,0
7643,Rainer Dick,4,2001,2000,2,1,1
7644,V.Tretyak,1,2000,2000,1,0,0
7645,O. Bergman,6,2001,1999,2,0,2
7646,M. Chaves,2,2001,1999,1,0,1
7647,Ali H. Chamseddine,7,2003,2000,1.75,0,2
7648,Nelson Pinto-Neto,2,2002,2002,2,0,1
7649,F.Belgiorno,1,2000,2000,1,0,0
7650,E. Papantonopoulos,9,2002,2002,2.25,0,2
7651,Wajdi Gaddah,1,2002,2002,1,1,0
7652,S. Parkhomenko,2,2000,1999,1,0,1
7653,A.A. Giryavets,2,2002,2001,1,0,1
7654,Alexander Mitov,1,2002,2002,1,0,0
7655,Parviz Haggi-Mani,2,2000,2000,2,0,1
7656,Liat Maoz,4,2002,2002,1.3333333333333333,0,1
7657,Izumi Tsutsui,4,2003,1999,1.3333333333333333,0,1
7658,G. Valente,1,2000,2000,1,0,0
7659,R. Ristic,1,1999,1999,1,0,0
7660,Akira Fujii,3,2001,1999,1,0,1
7661,Neil Lambert,1,2003,2003,1,0,0
7662,Ludmil Hadjiivanov,3,2001,2000,1.5,0,1
7663,Mans Henningson,8,2002,1999,2,0,2
7664,J.L.F.Barbon,1,1999,1999,1,0,0
7665,M.S. Costa,1,2003,2003,1,0,0
7666,Marie-Noelle Celerier,2,2002,2001,1,0,1
7667,Michel H.G. Tytgat,4,2002,2002,1.3333333333333333,0,1
7668,Anton V. Galajinsky,1,2003,2003,1,0,0
7669,G. Arcioni,5,2002,2001,1.25,0,2
7670,Li-Sheng Tseng,3,2002,2002,1.5,0,1
7671,D.C. Latimer,1,2002,2002,1,0,0
7672,Orlando Alvarez,6,2002,2000,1.5,0,2
7673,M.A. Gonzalez Leon,6,2003,2000,2,0,2
7674,F.R. Klinkhamer,10,2003,2001,2,0,2
7675,O. Teoman Turgut,3,2002,2002,1.5,0,1
7676,Gherardo Piacitelli,1,2002,2002,1,0,0
7677,Michael Krasnitz,3,2003,2000,1,0,1
7678,Nikolay M. Nikolov,3,2002,2000,1,0,1
7679,Stefan Boettcher,3,2002,2000,1,1,1
7680,J. Martin,1,2001,2001,1,0,0
7681,Asle Sudbo,3,2003,2002,1.5,0,1
7682,Sazzad Nasir,1,2001,2001,1,0,0
7683,Eric D'Hoker,14,2002,1999,4.666666666666667,0,2
7684,Erwin Sucipto,1,2000,2000,1,0,0
7685,Uday P. Sukhatme,1,2001,2001,1,0,0
7686,Michel Planat,1,2002,2002,1,0,0
7687,M.G.A.Walter,1,2002,2002,1,0,0
7688,W. J. Zakrzewski,2,2000,1999,1,0,1
7689,Alberto Zaffaroni,3,1999,1999,3,0,1
7690,Chaiho Rim,10,2003,2001,2,0,2
7691,Ruihong Yue,2,2001,1999,1,0,1
7692,Kevin Goldstein,3,2003,2001,1,0,1
7693,A. Maia Jr.,1,1999,1999,1,0,0
7694,R.E. Browne,1,2002,2002,1,0,0
7695,D.H. Correa,5,2002,2001,1.6666666666666667,0,2
7696,Ludger Hannibal,1,1999,1999,1,0,0
7697,V. E. Kuzmichev,2,2000,2000,2,0,1
7698,S. E. Irvine,1,2000,2000,1,0,0
7699,Ki Boum Eom,1,2002,2002,1,1,0
7700,Xavier Montes,1,2000,2000,1,0,0
7701,Abbas Ali,2,2000,1999,1,0,1
7702,T. Koide,1,2000,2000,1,0,0
7703,T. Sato,3,2003,1999,1,0,1
7704,P.R. Johnson,1,2000,2000,1,0,0
7705,Sergei M.Kuzenko,1,1999,1999,1,0,0
7706,M.H. Sarmadi,1,2001,2001,1,0,0
7707,Pankaj Sharan,2,1999,1999,2,0,1
7708,G. Cynolter,1,2002,2002,1,1,0
7709,Don N. Page,6,2003,2000,2,0,2
7710,Takeshi Morita,1,2003,2003,1,0,0
7711,Frank Tony Smith,1,1999,1999,1,0,0
7712,B.A. Ovrut,4,2000,1999,2,0,1
7713,Asis Basu,1,2000,2000,1,1,0
7714,Lewis H. Ryder,1,2001,2001,1,0,0
7715,T. Gannon,3,2001,1999,1,0,1
7716,M. Borhani,1,2003,2003,1,1,0
7717,A. C. Davis,3,2001,2001,1.5,1,1
7718,Kirk Kaminsky,4,2003,2000,1.3333333333333333,0,1
7719,Ken Kashima,1,2000,2000,1,0,0
7720,Peter Lee,6,2002,2001,3,0,2
7721,J.Witters,1,1999,1999,1,0,0
7722,O. A. Rytchkov,1,2000,2000,1,0,0
7723,I.P. Zois,3,2003,2003,1.5,0,1
7724,A. Akhmetshin,3,2002,2000,1.5,1,1
7725,C. Paufler,1,2000,2000,1,0,0
7726,V.N. Tolstoy,1,2003,2003,1,0,0
7727,Olindo Corradini,8,2002,2001,2.6666666666666665,0,2
7728,Brigitte Hiller,3,2002,2001,1.5,0,1
7729,M.L. Walker,1,1999,1999,1,1,0
7730,M.M. Santos,2,2001,2001,2,0,1
7731,Hugo Garcia-Compean,6,2002,2000,1.5,0,2
7732,Debajyoti Choudhury,2,2002,2001,1,0,1
7733,Brett J. Taylor,2,2002,2001,1,0,1
7734,I. Fonseca Neto,1,2002,2002,1,0,0
7735,Francesco Sannino,2,2002,2002,2,0,1
7736,M. H. Yavartanoo,1,2000,2000,1,1,0
7737,M.E. Fouladvand,1,2002,2002,1,1,0
7738,Ben Short,1,2001,2001,1,0,0
7739,N.D. Vlachos,1,2003,2003,1,0,0
7740,A. Rebhan,4,2002,2002,4,0,1
7741,Y. Hyakutake,1,1999,1999,1,0,0
7742,Shinji Mukohyama,13,2002,2001,3.25,1,2
7743,Leonardo Gualtieri,8,2000,2000,4,0,2
7744,Jos Gheerardyn,3,2003,2002,1.5,0,1
7745,M. Wadati,1,1999,1999,1,0,0
7746,Filipe Freire,3,2002,2000,1,0,1
7747,A. Yu. Segal,2,2001,2000,1,0,1
7748,S. J. Gates Jr,1,2002,2002,1,0,0
7749,P. B. Medvedev,1,2000,2000,1,0,0
7750,E. P. Gueuvoghlanian,7,2002,2000,2.3333333333333335,0,2
7751,Akifumi Sako,5,2002,2001,1.6666666666666667,0,2
7752,Ulrich D. Jentschura,1,2001,2001,1,1,0
7753,Valentin V. Khoze,21,2003,1999,4.2,0,2
7754,T. G. Philbin,1,2003,2003,1,0,0
7755,Alexander Kling,6,2002,2000,2,0,2
7756,Suayyip Salim Ozkurt,1,2002,2002,1,0,0
7757,Andrea Pelissetto,3,2002,2000,1,0,1
7758,Masashi Tomoyose,1,2000,2000,1,0,0
7759,Marta Orselli,2,2003,2001,1,0,1
7760,M.E. Knutt,1,2000,2000,1,0,0
7761,Justin R. David,15,2003,1999,3,0,2
7762,Jan Plefka,9,2002,2000,2.25,0,2
7763,Alexander I. Nesterov,3,2000,2000,3,0,1
7764,Alessandro Zampini,1,2002,2002,1,0,0
7765,Heng Fan,1,2002,2002,1,0,0
7766,A.Tureanu,2,2001,2000,1,0,1
7767,B. Stefanski Jr,7,2003,1999,1.75,0,2
7768,Zhinig Zhou,1,2000,2000,1,0,0
7769,Tomomi Ishikawa,3,2002,2001,1.5,0,1
7770,T. Heinzl,4,2000,2000,2,0,1
7771,B. Stefanski,3,2002,2002,3,0,1
7772,Brent Nelson,2,2000,1999,1,0,1
7773,W.Oliveira,2,2001,2000,1,0,1
7774,Y. Kinar,3,2001,1999,1,0,1
7775,Pablo J. Marrero,1,1999,1999,1,0,0
7776,Felix Lev,5,2002,2002,5,1,2
7777,Emil Martinec,4,2001,1999,2,0,1
7778,Jian-Ge Zhou,11,2002,1999,2.75,0,2
7779,F.A. Cachazo,1,2000,2000,1,0,0
7780,Josh Gray,1,1999,1999,1,0,0
7781,Ken D. Olum,1,2002,2002,1,1,0
7782,M. H. Pacheco,1,2003,2003,1,0,0
7783,S.-H. Henry Tye,12,2003,2000,2.4,1,2
7784,Erik Woehnert,2,2003,2002,1,0,1
7785,H.S.Sharatchandra,1,2000,2000,1,0,0
7786,F. Hofheinz,3,2002,2002,1.5,0,1
7787,Lies De Fosse,1,2001,2001,1,0,0
7788,A. Grassi,1,2000,2000,1,0,0
7789,G. W. Gibbons,4,2003,2002,1.3333333333333333,0,1
7790,S. Silva,2,1999,1999,2,0,1
7791,R.A.Konoplya,1,2002,2002,1,0,0
7792,M. Redi,1,2003,2003,1,0,0
7793,L. Cantini,3,2001,2001,1.5,0,1
7794,A. Imaanpur,4,2003,1999,1,0,1
7795,Nguyen Ai Viet,3,2003,2000,1,0,1
7796,George Tsoupros,5,2003,2001,1.25,1,2
7797,Tadashi Takayanagi,17,2003,2001,3.4,0,2
7798,Jesper Grimstrup,1,2001,2001,1,0,0
7799,C. D. Fosco,8,2002,2001,2,0,2
7800,P. Kanti,2,2002,2002,2,1,1
7801,Steven Gratton,1,2000,2000,1,0,0
7802,V. V. Kuratov,1,2001,2001,1,0,0
7803,Geng Cheng,1,2002,2002,1,1,0
7804,Jacob D. Bekenstein,2,2001,2000,1,0,1
7805,J. M. Evans,2,2000,1999,1,0,1
7806,M.O. Katanaev,2,2003,2002,1,0,1
7807,P. Jizba,1,2000,2000,1,1,0
7808,M.F.Parry,1,2002,2002,1,1,0
7809,Ruben Portugues,1,2001,2001,1,0,0
7810,S.-T. Yau,3,1999,1999,3,0,1
7811,Kazuo Hosomichi,8,2002,2000,2.6666666666666665,0,2
7812,Eleonora Alfinito,1,2002,2002,1,0,0
7813,Yishi Duan,7,1999,1999,7,0,2
7814,H.J. Schnitzer,2,1999,1999,2,0,1
7815,A. Ilha,3,2001,2001,3,0,1
7816,A.P. Ba\^{e}ta Scarpelli,1,2003,2003,1,0,0
7817,P. Kouroumalou,1,2001,2001,1,0,0
7818,Sen-Ben Liao,2,2000,1999,1,0,1
7819,H. S. Sharatchandra,3,2003,2003,1.5,0,1
7820,N. Dorey,3,1999,1999,3,0,1
7821,M. G. Schmidt,1,2001,2001,1,0,0
7822,L. Laperashvili,4,2001,2001,2,0,1
7823,A.T. Filippov,1,1999,1999,1,0,0
7824,Hiroto So,5,2001,2001,1.6666666666666667,0,2
7825,Stephen C. Hahn,1,1999,1999,1,1,0
7826,U. Varadarajan,2,2001,2001,2,0,1
7827,A. Nicolaidis,1,2000,2000,1,0,0
7828,Olalla A. Castro-Alvaredo,3,2003,2003,1.5,1,1
7829,N.I. Troitskaya,2,1999,1999,2,0,1
